,Unnamed: 0,Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,Adj T.,WAB
180,180,175,Illinois Chicago,Horz,30,16-16,100.4234,101.3132,.4741175,53.364,48.361,20275,17.6230,24.9278,30.4267,27.8301,42334,54.145,46.845,34.9146,33.8136,71.462,-10.2207
215,215,208,Illinois St.,MVC,32,17-16,100.2239,103.9176,.3966208,49.1246,51.3196,18.4160,18.2186,26248,26.176,28.6287,32.8177,49.1222,51.5234,32.7250,34148,68223,-9.2193
353,353,341,Incarnate Word,Slnd,27,6-25,97.3285,118.8353,.0914341,51.9118,59.3353,24.1348,19.797,23.1321,32.7322,34.8124,39.1309,51.4113,61.2353,35.1131,37.6324,66.3306,-20.2343
49,49,49,Indiana,B10,33,18-15,108.476,95.337,.815749,51.4136,48.465,18136,18.1196,28.4174,28.3176,34.8124,28.661,53.653,47.770,31.3308,3389,68.3208,0.250
212,212,205,Indiana St.,MVC,29,15-16,100.8224,104.3189,.4031205,48.6267,51.5205,18.6181,19.4112,23.7307,27.2132,35.894,38290,46.7296,52.1259,35.6103,33.7133,69.9117,-9.7200
219,219,212,"Iona 16 seed, ✅",MAAC,32,17-15,104.8146,109.1281,.3875212,5373,52.3248,17.387,18.6159,25.7257,30.1259,37.166,28.870,53.358,50.2180,35.1131,36.8298,71.947,-10.4209
41,41,41,"Iowa 10 seed, ✅",B10,33,22-11,116.414,100.4114,.845041,52.691,51.6207,17.278,18.5166,29.9110,29220,42.312,28.870,51.5109,53.4295,36.189,32.670,70.884,3.327
18,18,19,"Iowa St. 6 seed, ✅",B12,34,23-11,118.710,97.065,.910519,54.926,48.570,16.233,18.8151,28.5171,30255,30.3256,23.63,5526,47.153,36.567,33.8136,69164,3.826
334,334,323,Jackson St.,SWAC,30,13-19,89.8340,104.3187,.1525323,44.6344,49.2107,20.4294,20.756,28.7164,27117,34.3143,44345,45.9319,46.845,27.9352,35.5238,66.8286,-14.6292
292,292,282,Jacksonville,ASun,30,12-20,97.1291,106.4239,.2582282,49.6223,52.1234,19.9264,18.2186,28.3180,27.4142,30.5250,28.870,51136,50.3184,31.2312,37305,72.335,-14.4289
133,133,129,Jacksonville St.,OVC,31,24-9,103.4173,99.5104,.6084129,50.5177,48.778,18.8194,20.465,3342,25.658,30.2260,30.1102,52.381,47.770,31319,33.3105,68.9169,-3.596
295,295,285,James Madison,CAA,31,14-19,100.2236,110.0296,.2563285,50.2194,52.9276,18.8194,16.4301,30.1105,29.4227,33.4175,34212,47.5273,52.6273,36.663,35.7249,66.2308,-14.1283
19,19,20,"Kansas 4 seed, ✅",B12,34,25-9,112.232,92.417,.903820,52.3101,47.843,18.7185,18.5166,29.7118,28.3176,32.9186,27.741,52.286,45.925,35136,33.6124,71.368,7.89
16,16,17,"Kansas St. 4 seed, ✅",B12,33,25-8,107.891,87.64,.915817,49.5229,48.151,17.496,22.912,28.1187,25.658,30.7245,30.5113,49224,49.1127,33.6212,31.227,64.6340,617
347,347,335,Kennesaw St.,ASun,30,6-26,91.1339,109.0280,.1124335,40.9352,53.7306,19209,17.1262,29.2138,30.8273,30.1263,27.741,39.1352,53.7310,31.4306,35.9261,69.4141,-18.8339
139,139,135,Kent St.,MAC,30,22-10,108.968,105.5219,.5901135,49.5229,52.3248,16.442,19.1131,33.238,30.7271,32.4200,36.2260,49.2216,53.1287,33.4222,34148,68.7181,-2.782
7,7,8,"Kentucky 2 seed, ✅",SEC,33,27-6,117.812,90.811,.95218,53.364,4727,18.5171,18.4178,36.69,25.867,42.58,27.132,52.770,43.68,36.474,35209,67.1268,8.77
264,264,255,LIU Brooklyn,NEC,31,16-16,97.6282,105.0202,.3019255,50.7172,48.255,20.1282,18.5166,28.3180,29.5235,34.4142,35.4241,50.3178,47.770,34.1188,32.877,72.143,-13260
17,17,18,"LSU 3 seed, ✅",SEC,32,26-6,118.79,97.063,.911018,51.7125,50.2148,18.2148,20.756,37.35,30.4267,37.753,34.2218,53.456,49.7148,32.3274,34.1156,71.170,7.111
193,193,187,La Salle,A10,31,10-21,99.9248,102.2149,.4363187,47.2311,51.3196,20.2286,19.888,28.9155,28.9213,28.5290,41.3329,45.3330,51.2222,33.1234,34.2164,70.496,-13.2268
312,312,301,Lafayette,Pat,29,10-20,100.6228,112.6331,.2142301,52.691,54.7329,18.7185,15.3332,22.2333,26.7105,24.5338,31.2128,49.2216,52.9283,38.319,38.6339,70111,-15.7311
218,218,211,Lamar,Slnd,29,20-13,103.0179,107.1254,.3902211,49.3237,52.2245,20275,19.888,36.211,27.4142,42.312,35.7245,48.8229,52.3265,33.6212,34.6186,69.5140,-9190
172,172,167,Lehigh,Pat,31,20-11,107.596,108.2267,.4821167,56.48,50.2148,18.5171,15.6323,23.5311,27.5150,34.9119,30.5113,51.996,49.9159,42.41,33.8136,72.729,-5.5128
81,81,79,"Liberty 12 seed, ✅",ASun,31,28-6,108.477,99.8107,.721279,56.110,48.778,17.278,20.853,25.7257,26.593,26322,32.4161,56.96,48.494,36.663,32.980,63.1351,-0.759
65,65,64,Lipscomb,ASun,31,26-7,109.562,98.386,.775964,55.122,48.361,17.9128,20.273,26.2242,23.414,37.262,28.661,54.242,4880,37.736,32.465,74.214,-0.657
239,239,231,Little Rock,SB,29,10-21,98.3273,104.2186,.3371231,54.432,52.3248,22.6336,19.4112,24.3294,27.2132,42.58,40.3326,54.929,51.7246,35.6103,35.3224,71.755,-15298
232,232,225,Long Beach St.,BW,32,15-19,100.1242,105.4214,.3556225,47.6303,51.1183,19209,18.9144,28.9155,33331,40.820,30.2103,46.3312,51.6242,33.8204,33.5118,72.828,-11.8234
288,288,278,Longwood,BSth,30,16-17,97.3283,106.5241,.2609278,52.1106,50139,20.6301,17.5238,24.5287,25.144,33.6168,33.7206,50.8147,49.5141,35.6103,33.6124,68.2213,-13.2267
169,169,164,Louisiana Lafayette,SB,30,19-13,106.5120,106.9250,.4893164,50.9165,53.2292,17.496,2083,29.1144,31.9305,35.1108,36.9273,50.5161,52.3265,34.2179,36.6289,73.221,-6.6142
146,146,142,Louisiana Monroe,SB,32,18-15,111.341,108.7275,.5665142,53.853,52.9276,16.233,17.4245,26.7229,28.7203,36.478,29.175,49.3210,52.6273,39.67,35.6244,67.5246,-7.6163
154,154,150,Louisiana Tech,CUSA,31,20-13,102.9180,101.8144,.5289150,49.8217,49.3110,1769,19.2125,29.4129,28.8207,35.991,30.2103,49.3210,49.1127,33.7208,3389,66.8288,-7.1153
14,14,15,"Louisville 7 seed, ✅",ACC,33,20-13,113.029,91.314,.920715,50.9165,46.420,17.8122,16.3305,29.2138,25.867,35.1108,31.6139,50.6158,45.723,34.2179,31.738,68.5200,2.731
114,114,111,Loyola Chicago,MVC,33,20-14,104.2156,98.488,.6588111,55.122,51.1183,18.8194,20.561,19.9348,21.71,32210,23.96,5526,48.7109,36.761,36.6289,64348,-7.2155
274,274,265,Loyola MD,Pat,32,11-21,100.5233,109.1283,.2784265,51.6128,55.6337,19.5241,20.659,27.9192,29.6241,33.6168,32.3159,51.8102,53.7310,34.2179,39.2350,69.9120,-15.1299
137,137,133,Loyola Marymount,WCC,30,21-11,102.5188,98.790,.6059133,49.3237,49.6123,19.3228,21.335,29.4129,27117,38.145,36253,50.4170,50.1176,31.1315,32.670,64347,-4103
345,345,333,Maine,AE,31,5-27,93.3330,110.8308,.1218333,48.6267,55.3335,22.2330,19.1131,25.9250,27.2132,25.6326,38.6302,49.9192,52.7280,31319,38.7341,65.1330,-20.8348
335,335,324,Manhattan,MAAC,32,11-21,89.3342,103.7172,.1520324,47.4305,51178,24.1348,23.56,30.699,30.3265,33.3178,45.6348,45.6325,48.6105,33.2229,36.1271,63.2350,-17.4329
247,247,239,Marist,MAAC,31,12-19,100.8225,107.3256,.3259239,52.3101,53281,18.9204,19.3117,24.3294,26.6101,32.2206,35.9252,50.8147,52.6273,36.381,35.5238,65.7322,-15.1301
29,29,29,"Marquette 5 seed, ✅",BE,33,24-9,113.126,95.336,.877629,54.144,45.916,19.5241,16.6290,29.1144,26.279,35.991,35.7245,50.5161,44.818,39.39,31.946,70.3105,3.228
186,186,180,Marshall,CUSA,34,20-14,106.0129,107.5260,.4599180,51.9118,52.9276,16.337,21.529,22.9325,33.4335,30265,33.4196,51.996,52.3265,34.6159,36.1271,75.76,-6.5141
21,21,22,"Maryland 6 seed, ✅",B10,32,22-10,112.531,93.023,.899022,51.9118,4617,19.8258,14.3352,33.926,24.731,32.9186,26.626,51.3118,44.715,35.3118,3249,67.4248,4.322
365,365,353,Maryland Eastern Shore,MEAC,30,7-25,85.8351,114.7343,.0346353,43.5350,54.4323,20.7303,19137,22.8327,31.7300,28.3293,36.6267,44.5341,53.2288,27.9352,37.3313,64.4343,-19.9341
234,234,226,Massachusetts,A10,32,11-21,102.6185,108.4271,.3488226,51.1155,51.2190,20.2286,16.8277,31.578,27.1122,31.3230,41.4330,50.2182,50.6197,35136,35209,68.8172,-13.8279
340,340,328,McNeese St.,Slnd,27,9-22,96.6298,113.6338,.1351328,49.8217,54.2320,21.3319,17.7227,29.7118,31.9305,38.838,29.378,51.3118,53.8315,31319,36.5281,67.3258,-16.4319
58,58,57,Memphis,Amer,35,22-13,108.184,96.556,.786157,51.1155,48.465,19.8258,21.432,33.926,30.9276,37.851,37.7285,52.574,48.494,32.4267,32.360,75.57,-272
209,209,202,Mercer,SC,29,11-20,102.1197,105.5222,.4060202,51159,52.7267,19.3228,20.178,28.8161,32.3314,35.796,34.7226,51.2127,53.4295,33.8204,34.6186,68.1218,-12.3243
62,62,61,Miami FL,ACC,32,14-18,109.860,98.487,.779261,50.8170,52232,16.968,19.888,25.9250,29.8244,30.8243,22.72,51.4113,51.7246,33.3225,34.9206,68.1219,-4.7116
149,149,145,Miami OH,MAC,30,15-17,103.1176,101.2126,.5544145,48.6267,51.1183,18.7185,16.7282,30108,25.348,34.7132,33.9209,48.7235,51.3226,32.3274,33.9143,67.4251,-8.7182
3,3,4,"Michigan 2 seed, ✅",B10,34,28-6,115.916,85.91,.96924,52.1106,44.17,13.51,18.3182,24.5287,25.553,27311,24.911,51.8102,44.512,35136,28.95,65.7326,9.46
5,5,6,"Michigan St. 2 seed, ✅",B10,34,28-6,120.36,91.515,.95896,55.816,43.75,18.7185,14.9342,34.124,26.8112,35113,27.741,54.830,41.32,38.417,31.842,69.1156,10.83
261,261,252,Middle Tennessee,CUSA,30,11-21,96.7296,103.9175,.3065252,46.7326,50.8172,22.8341,17.5238,32.355,28.1169,29.6273,34.2218,45.7324,50.5193,32.3274,34.1156,68.9167,-13.4272
279,279,270,Milwaukee,Horz,30,9-22,98.5263,107.4257,.2699270,48.1287,51.7214,18136,15.3332,26.7229,28.3176,28.2296,36.3262,46.5302,53284,33.8204,33.3105,67.3254,-16.2318
47,47,47,"Minnesota 10 seed, ✅",B10,34,21-13,109.959,95.844,.829647,48.3282,49.1101,17.6112,16.6290,31.962,28.1169,4216,28.352,48.4241,48.391,32.1284,33.9143,68.8171,2.829
37,37,37,"Mississippi 8 seed, ✅",SEC,32,20-12,113.028,96.557,.860037,5373,50.6163,18.2148,2145,30.4102,29.5235,31.7221,33.2190,52.671,47.874,35.898,37.2311,69.5135,0.745
20,20,21,"Mississippi St. 5 seed, ✅",SEC,33,23-10,116.613,96.352,.900721,54.629,50.1145,19.3228,19.797,34.918,29.8244,32.3204,31.7145,53.358,48.5102,37.833,35.3224,68.7186,4.421
360,360,348,Mississippi Valley St.,SWAC,31,6-26,89.6341,113.4337,.0630348,41.9351,54.1318,18.5171,17.5238,28.4174,31.7300,33.7166,32153,40.1350,51.4231,31319,39.1348,70.495,-20.3345
56,56,55,Missouri,SEC,32,15-17,107.2101,95.235,.795155,50.5177,49.4113,21313,18.1196,31.962,25.763,29.8268,38.1294,47.6267,50.6197,36.381,31.946,65.9318,-3.289
176,176,171,Missouri St.,MVC,31,16-16,101.7206,102.4155,.4793171,51.2148,53.5298,18.2148,21.823,25.4267,25.348,36.970,35232,51.4113,49.4139,33.9199,40.3352,67.2262,-10.1204
300,300,290,Monmouth,MAAC,35,14-21,92.8334,102.2150,.2488290,45.8335,51.1183,20.6301,21.238,29.3132,28.5191,40.324,43.2340,46.4309,48.494,29.7343,35.8255,68.7189,-15.4305
140,140,136,"Montana 15 seed, ✅",BSky,32,26-8,106.6115,103.3165,.5880136,56.76,50139,17.496,19.3117,27.7200,2542,32210,37277,56.212,49123,38.319,34.6186,67.7236,-3.392
291,291,281,Montana St.,BSky,31,15-17,105.5135,115.6346,.2584281,53.459,57.1350,17.174,17.2254,26.3239,26.6101,34.9119,28.352,51.1130,57.4349,37.638,37.8325,71.269,-12.3244
272,272,263,Morehead St.,OVC,31,13-20,101.1219,109.5290,.2841263,48.4277,52.5254,17.278,17.7227,27.8196,31.6296,33.9155,28.456,47.1286,51.3226,33.6212,36.4279,68.6191,-12.9257
352,352,340,Morgan St.,MEAC,28,9-20,91.7338,111.3313,.0977340,43.7349,53.4296,17.9128,23.95,31.866,35.2351,34.3143,39.9323,41.5349,52.4271,33.1234,36.7296,73.420,-16.2317
327,327,316,Mount St. Mary's,NEC,29,9-22,95.0316,108.7273,.1747316,47.9295,52.1234,19209,17.8222,25.1272,31.5291,33.9155,34.8227,48.7235,51.1218,31.2312,35.8255,68.5199,-16.8325
68,68,67,"Murray St. 12 seed, ✅",OVC,29,27-4,110.153,99.198,.770567,55.221,46.420,17.278,19.5105,32.452,30255,33.2182,28.456,57.25,48.494,34.4168,28.54,70112,141
211,211,204,NJIT,ASun,32,21-12,99.1260,102.4153,.4049204,50.9165,48.778,17.7117,18.1196,21.6339,26.7105,39.134,29.993,50.1184,48.286,34.8150,3389,67.9227,-6.4140
276,276,267,Navy,Pat,31,12-19,97.0292,105.5218,.2775267,46.8322,52.1234,20.7303,16.6290,31.866,25.553,30.5250,29.788,46.4309,53.2288,31.7296,33.8136,68222,-13.5275
42,42,42,Nebraska,B10,34,19-16,112.134,97.064,.839942,49.2242,47.843,14.47,19.5105,28.3180,32.2313,33.3178,29.684,48.6237,46.433,33.4222,33.7133,67.8229,0.152
185,185,179,Nebraska Omaha,Sum,31,21-11,108.574,109.7292,.4698179,54.432,55333,13.51,16.8277,24.8280,25.658,24.1344,27.132,51.8102,55.2335,39.39,36.5281,69.3148,-4.7117
34,34,34,"Nevada 7 seed, ✅",MWC,33,29-4,112.730,95.439,.872034,54.144,47.639,14.47,19.2125,26.5235,24.731,40.721,27.639,55.124,4626,35.1131,33.4115,70.785,3.925
361,361,349,New Hampshire,AE,27,5-24,83.6353,106.0234,.0612349,44347,51.5205,18.4160,16.9271,21.5341,24.731,21.9352,38290,39.4351,52.1259,32.6253,33.6124,66.9282,-20.2344
191,191,185,New Mexico,MWC,31,14-18,102.7183,104.6191,.4473185,49.5229,51.6207,19.4235,18.3182,29.3132,28.6197,39.331,37.1278,47.8258,50.8206,34.4168,35.5238,73.916,-10.2208
50,50,50,"New Mexico St. 12 seed, ✅",WAC,32,30-4,111.540,98.385,.809650,5448,48.778,17.7117,19.3117,376,22.76,34.1151,32.4161,56.49,47.976,34.2179,33.3105,66.8287,1.437
284,284,275,New Orleans,Slnd,29,19-14,96.0305,104.9200,.2662275,48290,50139,21.8324,22.517,32.846,34.2341,3688,40.4327,47.2281,50.5193,33.3225,32.774,69.5137,-8.7181
321,321,310,Niagara,MAAC,32,13-19,101.5210,114.8345,.1944310,49.2242,53.4296,17.387,16.2312,27.1216,26.279,33.3178,25.316,46.1316,51.3226,35.995,38328,70.978,-15.5308
314,314,303,Nicholls St.,Slnd,27,14-17,98.5265,110.5303,.2107303,50.1199,51178,17.278,18.1196,23.5311,33.6337,21.9352,36253,45.4328,53.5298,3750,30.723,70114,-12.6250
271,271,262,Norfolk St.,MEAC,32,22-13,97.0294,104.9199,.2889262,50206,4997,20.4294,20.853,27.3210,29220,38.441,42.7338,46.5302,47.668,37.443,33.9143,70113,-9189
308,308,298,North Alabama,ASun,29,10-22,94.1325,105.0203,.2206298,44.5345,52.6258,19.3228,17.2254,27.3210,25.144,30.8243,38290,44.4342,52.6273,29.7343,35.1214,69.7129,-14.8296
4,4,5,"North Carolina 1 seed, ✅",ACC,33,27-6,120.65,90.59,.96465,52.977,48.361,17.174,18.5166,34.621,23.212,30.9241,28.974,51.996,47.565,36.567,32.980,76.14,10.34
315,315,304,North Carolina A&T,MEAC,30,19-13,95.1315,106.7245,.2101304,51.1155,48.887,19.4235,20.756,27.1216,34.7345,31.1235,32153,51136,49.5141,34.1188,31.738,67.2266,-8.4175
304,304,294,"North Carolina Central 16 seed, ❌",MEAC,31,18-16,97.9279,108.2268,.2406294,49.9210,49.9133,22.7337,17.5238,34.819,26.9113,33.5171,31.4134,51.3118,50.9213,31.5304,3249,66.2310,-11219
38,38,38,North Carolina St.,ACC,34,23-11,111.937,95.845,.855838,52112,48.887,17.5104,21.725,35.714,28.5191,28.5290,39.4317,51.6107,50.6197,35.1131,30.219,72.730,2.232
263,263,254,North Dakota,Sum,26,12-18,97.3284,104.6195,.3022254,51.3142,52.5254,17.9128,17.3253,21343,25.451,27.2310,3097,49.6201,52.2262,3691,35.3224,70.977,-12.8254
199,199,193,"North Dakota St. 16 seed, ✅",Sum,32,19-15,106.6116,109.2286,.4290193,53.950,53.5298,15.722,14.6347,20.9344,2673,32.5196,26.524,52.479,52.6273,3750,36.8298,66.3301,-8.7180
188,188,182,North Florida,ASun,31,16-17,102.3191,104.2184,.4495182,52.1106,48.151,21.8324,16.9271,29.4129,32.7322,25.3328,30.6117,53.262,47.463,33.9199,33.2102,73.222,-8.2172
168,168,163,North Texas,CUSA,30,21-12,97.2287,97.571,.4907163,49.2242,47.435,20.1282,19.888,30.796,24.420,27.7303,37.7285,50.5161,46.433,31.7296,32.877,66.7291,-7.2154
90,90,88,"Northeastern 13 seed, ✅",CAA,33,23-10,109.761,101.8145,.702588,57.25,51.8220,16.757,16.7282,22.7328,24.319,34.3143,2848,56.49,52.5272,38.813,33.6124,67.4252,-2.783
320,320,309,Northern Arizona,BSky,31,10-21,99.2256,112.2326,.1963309,50.3189,55333,1769,16.6290,25.8253,26.593,33.8162,29.788,49.2216,55.9339,34.6159,35.8255,69.7128,-16.7324
178,178,173,Northern Colorado,BSky,30,21-11,102.1196,102.9163,.4773173,5373,51.4200,18.4160,18.6159,27.7200,25.658,34.8124,28.456,53.653,49.5141,34.9146,37.1308,67.7239,-6.8148
150,150,146,Northern Illinois,MAC,32,17-17,106.4123,104.6193,.5500146,52.691,51.9228,17.278,17.9215,27.2214,26.7105,26.5315,39.1309,51.6107,50169,36.567,36.1271,67.1271,-8.9185
179,179,174,Northern Iowa,MVC,32,16-18,100.5231,101.3133,.4766174,48.9260,51.1183,17.9128,18.2186,23.2319,23.110,27.6306,32.4161,46.2314,51215,35136,34.2164,65.4327,-11.1223
109,109,106,"Northern Kentucky 14 seed, ✅",Horz,32,26-8,108.279,102.0146,.6637106,5524,48.991,17.6112,18.5166,30.796,26.593,35.5101,35.2235,55.323,49.5141,36.474,31.946,69162,-2.579
78,78,76,Northwestern,B10,32,13-19,101.4211,92.719,.738276,46.6327,46.722,16.128,17.9215,24.2298,26.386,30.2260,34212,46.4309,4880,31.3308,29.37,67.1269,-5.5130
354,354,342,Northwestern St.,Slnd,28,11-20,89.2343,109.2285,.0891342,44.7343,51.2190,22.7337,19.5105,28.9155,34.7345,33.6168,36.5264,46.2314,48.184,28350,37.5322,69.7130,-15297
84,84,82,Notre Dame,ACC,33,14-19,107.890,99.6105,.713282,46.2328,4997,145,16.4301,29150,31.1283,30.1263,21.81,45.4328,48.6105,31.5304,33.198,66.4298,-5.3126
171,171,166,Oakland,Horz,32,16-17,106.5122,106.9249,.4889166,54.337,53281,18.4160,17.2254,25.7257,32.5318,35.796,2848,52.381,53.2288,37.931,35.2220,69.5134,-10.4210
197,197,191,Ohio,MAC,30,14-17,98.3272,100.6117,.4336191,48.6267,50.8172,20275,18.5166,28.2183,27.4142,33.2182,31.2128,50.7151,48.9121,29.7343,35.9261,70.689,-8.8183
45,45,45,"Ohio St. 11 seed, ✅",B10,33,19-14,108.183,93.928,.834145,50.5177,48.255,18.7185,18.4178,27.7200,26.176,34154,31.8148,49.9192,47.463,34.3173,3389,67274,140
39,39,39,"Oklahoma 9 seed, ✅",B12,32,19-13,108.769,93.325,.853339,50.2194,47.128,17.496,17.5238,26.2242,27.9164,31.4227,24.18,49.6201,4521,34.2179,33.3105,70.498,2.133
89,89,87,Oklahoma St.,B12,32,12-20,108.966,101.0123,.703387,50.1199,50.3158,18136,17.6230,26.4236,29.4227,30.6247,31.5136,46318,48.391,37.247,35.4233,67.2265,-4.6115
127,127,124,"Old Dominion 14 seed, ✅",CUSA,34,26-8,100.2237,95.540,.6350124,47.7301,45.614,17.9128,18.6159,32.355,24.836,29.5274,32.4161,44.6340,43.47,35.3118,32.566,65.7323,-1.869
277,277,268,Oral Roberts,Sum,30,11-21,103.4172,112.6330,.2730268,52.2104,54.1318,20.4294,14.5349,29.8114,27.1122,26.1320,32.7174,50.7151,51.3226,36.474,39345,68.4204,-14.5290
44,44,44,"Oregon 12 seed, ✅",P12,35,23-12,106.6117,92.518,.836044,51.7125,46.824,17.8122,2145,29.7118,28.1169,30.3256,35.3239,51.996,49123,34.3173,29.410,65.3329,-1.365
105,105,102,Oregon St.,P12,31,18-13,110.451,103.8174,.6688102,52.2104,50.2148,18.3155,17.6230,30.891,29220,36.872,33.5198,54.537,46.743,32.1284,37.3313,67278,-4.1106
220,220,213,Pacific,WCC,30,14-18,98.4268,102.4154,.3850213,47.7301,54.2320,19.6247,19.2125,26.8227,23.110,40.523,42.2335,44.9336,54.1318,35.6103,36.2275,66.3302,-9.7199
95,95,93,Penn,Ivy,30,19-12,103.9161,97.267,.683193,52.691,49.1101,18.4160,19137,24.8280,26.386,28.1299,25.517,52.966,48.7109,34.7156,33.3105,68.4203,-5122
32,32,32,Penn St.,B10,32,14-18,110.154,92.921,.876332,47.5304,49.9133,18.1146,19.6102,31.962,26.386,32.3204,34.1215,47.2281,48.494,32288,35.4233,68.7180,-2.580
152,152,148,Pepperdine,WCC,33,16-18,106.9107,105.2210,.5467148,52112,53.9316,18136,20.949,24.9278,29.5235,35.796,35.7245,48.4241,54.9331,37.931,34.8199,71.656,-9.8203
111,111,108,Pittsburgh,ACC,33,14-19,104.0160,98.181,.6626108,47.9295,47.741,19.6247,21.335,32.160,32.8324,42.312,32.9180,46.9292,45.824,33.1234,33.6124,68.5198,-5.8136
332,332,321,Portland,WCC,30,7-25,93.4329,108.1266,.1562321,47.3309,51.8220,19.9264,16.3305,20.3347,30.1259,3937,34.6225,45.8322,49.2133,32.9246,37.1308,68.3211,-18335
301,301,291,Portland St.,BSky,29,16-16,101.1219,111.4316,.2470291,46.9320,53.7306,19.4235,18.8151,38.71,28.5191,37.361,43.3341,48.3245,54.6325,29.8341,34.8199,70.3103,-12.1241
222,222,215,"Prairie View A&M 16 seed, ❌",SWAC,34,22-13,101.5209,105.8230,.3818215,49254,51.2190,17.496,24.72,29.7118,34.3342,43.16,46.2349,49.2216,53.7310,32.4267,31.227,7244,-7.3157
187,187,181,Presbyterian,BSth,31,19-15,108.281,110.0297,.4521181,53.557,53.7306,14.47,18.4178,25.6261,27.7156,31.1235,33.5198,50.4170,53.6303,3827,35.9261,68.7184,-9.8202
165,165,160,Princeton,Ivy,26,16-12,98.0276,98.182,.4974160,47316,49.7130,17.8122,17.2254,24.3294,24.731,29.8268,28.768,48.1249,50.3184,30.3335,32.566,68.5195,-5.5131
72,72,71,Providence,BE,34,18-16,104.4153,94.531,.757971,48290,49.7130,18.7185,20.273,31.866,28.3176,39.134,32.8177,47.5273,48.8114,32.6253,34.1156,69163,-385
9,9,10,"Purdue 3 seed, ✅",B10,32,23-9,121.24,94.430,.946610,52.787,49.5117,15.925,19.5105,3517,26.6101,29.4277,32.7174,51.2127,47.976,36.474,34.4175,66.9285,6.215
241,241,233,Quinnipiac,MAAC,30,16-14,104.0159,110.4301,.3345233,52.691,50.4160,19.7254,15.9318,29.8114,29.3225,37.851,26.524,48.1249,50169,37.638,34.1156,67.9226,-10.8217
145,145,141,Radford,BSth,30,22-11,106.9106,104.5190,.5667141,52.880,51.9228,16.442,18.1196,29.7118,24.940,27311,30.7124,50.1184,51.7246,3827,34.7193,65.7325,-4.5113
135,135,131,Rhode Island,A10,33,18-15,103.7167,99.9108,.6065131,47.4305,48.778,17.8122,20.273,31.382,27.9164,36.872,35.7245,50189,48.8114,28350,32.360,68.7183,-6.7145
266,266,257,Rice,CUSA,30,13-19,101.2217,109.0278,.2994257,50.1199,51.6207,18.9204,14.9342,26.6233,24.420,38.539,30.6117,48.1249,51.5234,35.3118,34.5180,71.561,-13.1264
