,Unnamed: 0,Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,Adj T.,WAB
159,159,154,Richmond,A10,33,13-20,108.282,107.5258,.5185154,54.144,53.1288,15.316,18.5166,19.1350,29.9250,30.7245,28.768,55.521,54316,34.7156,34.4175,67276,-13.4270
225,225,218,Rider,MAAC,31,16-15,100.1241,104.6191,.3771218,50.6175,53.7306,18136,22.814,30.891,27.4142,39.927,36253,50.4170,53.6303,34193,35.9261,74.911,-10.1206
282,282,273,Robert Morris,NEC,32,18-16,95.1314,103.9179,.2666273,48.9260,51.9228,21.3319,22.418,29.9110,27.8159,32.8188,39307,47.1286,52.3265,34.5165,34.2164,67.5247,-11.4227
75,75,74,Rutgers,B10,31,14-17,105.1140,95.947,.740374,47316,49.2107,19.1218,17.4245,33.434,27117,31.7221,32.4161,47.2281,4751,31.2312,35.3224,68.7179,-3.391
339,339,327,SIU Edwardsville,OVC,29,10-21,95.5311,112.1325,.1361327,46.8322,56.6346,18.7185,18.9144,28.5171,28.5191,34.6136,39.3315,47.6267,56.8346,30.3335,37.5322,70.687,-16.5320
99,99,97,SMU,Amer,32,15-17,111.838,104.7196,.678797,51.2148,50139,16.651,17.5238,33.434,31.6296,27.8301,29.582,51.3118,48.286,34.1188,35.1214,66.2311,-7.1151
290,290,280,Sacramento St.,BSky,28,14-16,96.4299,105.7225,.2586280,48.7265,52.6258,19.1218,21.432,28.2183,27.1122,33.5171,36.8272,48.3245,50.8206,33.1234,37305,68.9170,-12.6249
267,267,258,Sacred Heart,NEC,31,15-17,102.4189,110.3299,.2990258,51.7125,51.8220,19.9264,16.5299,31.866,27117,38.145,31.3130,51.1130,49.3137,35.2126,37.3313,73.223,-13262
163,163,158,Saint Joseph's,A10,33,14-19,105.4138,105.2212,.5030158,48290,51.7214,13.51,15.7321,22336,24.420,31.7221,27.132,47.8258,49.9159,32.2280,36266,69.6133,-10.5212
104,104,101,"Saint Louis 13 seed, ✅",A10,35,23-12,102.1199,95.946,.6711101,46.8322,46.926,19209,19.4112,36.112,25.348,39.728,32.9180,47.1286,46.949,30.8327,31.332,67.4249,-3.188
36,36,36,"Saint Mary's 11 seed, ✅",WCC,33,22-11,113.524,96.454,.866436,5448,48.675,16.337,16.4301,31.382,23.212,29.7271,29.479,52.574,49.1127,37.833,31.842,64346,-0.962
324,324,313,Saint Peter's,MAAC,32,10-22,93.8327,106.8247,.1850313,48.7265,51.2190,23.3345,18.7155,29.9110,27.8159,34.8124,38.5299,48.8229,46.743,32.5262,38.6339,64.8337,-17.1328
166,166,161,Sam Houston St.,Slnd,30,21-12,105.5131,105.8229,.4917161,51.8122,51.2190,18.3155,21.238,29.7118,28.6197,26322,43.3341,48.6237,51.4231,37.541,34148,67.6245,-6.7144
148,148,144,Samford,SC,32,17-16,105.5132,103.4168,.5561144,54.144,49.6123,19.3228,18.1196,28.1187,31.2287,33.9155,28.352,5365,47.360,37.346,35.1214,70.499,-9186
94,94,92,San Diego,WCC,35,21-15,104.2155,97.469,.684492,52.498,49.6123,18.8194,17.5238,24.1301,223,32.4200,37.3281,52.479,49.7148,34.8150,32.980,68224,-3.8100
113,113,110,San Diego St.,MWC,33,21-13,102.5186,96.760,.6606110,49.9210,48.255,18.3155,18.8151,28.9155,28.4187,35.2106,33.3193,47.9254,47.259,35.6103,3389,67.8228,-4105
76,76,75,San Francisco,WCC,30,21-10,111.144,101.5138,.738375,53.557,48.991,15.115,17.2254,28.9155,2542,30.9241,30.6117,53.848,49.3137,35.4113,3249,67.7237,-2.784
351,351,339,San Jose St.,MWC,30,4-27,92.6336,112.3328,.0978339,46334,56.1342,21.9326,15.4328,27.4207,28.7203,34.8124,26.930,44.1344,56.3341,33239,37.3313,70.883,-20.3346
195,195,189,Santa Clara,WCC,30,16-15,100.2238,102.6158,.4341189,51.6128,49.1101,20.5298,16.3305,24.1301,28.3176,33.9155,35.2235,49.8197,49.9159,36.284,31.842,67.6240,-7.2156
355,355,343,Savannah St.,MEAC,30,11-20,94.5321,117.0349,.0786343,48290,53.8312,19.9264,19.3117,28190,34.6344,25.2330,33.3193,53.750,53.5298,29.2346,36.1271,77.53,-15.1300
182,182,176,Seattle,WAC,31,18-15,99.8252,100.7120,.4724176,49.1246,46.722,17.5104,15.8319,29.3132,26.593,34.3143,38.5299,46.1316,44.919,36.856,33.6124,68.5194,-9188
55,55,54,"Seton Hall 10 seed, ✅",BE,33,20-13,108.280,96.148,.796554,49.9210,49.3110,17.5104,2083,29.3132,29.4227,34.8124,32.6170,50.8147,48.7109,32.4267,33.6124,70.2108,0.251
245,245,237,Siena,MAAC,33,17-16,100.1243,106.5240,.3287237,51.5130,52.6258,15.619,18209,23.6310,28.5191,24.7337,27.336,52.191,51.9253,33.9199,36266,61.7352,-11.9236
217,217,210,South Alabama,SB,32,17-17,102.8182,106.8248,.3907210,52.977,52.1234,19.5241,19.797,25.5266,31.9305,35.1108,36.6267,51.1130,51.3226,3750,35.6244,67.6243,-11.1222
60,60,59,South Carolina,SEC,31,16-16,107.988,96.555,.784059,48.3282,49.5117,19.2222,20.368,31.866,31.1283,36.284,39.6318,44.9336,48.286,36.567,34.2164,71.658,-2.274
350,350,338,South Carolina St.,MEAC,32,8-26,97.2290,117.8351,.0984338,47.2311,56.4344,20.8308,20.465,31.674,30.2261,39.728,40324,46.5302,57.1348,32.4267,36.9302,68.2214,-20.3347
230,230,223,South Dakota,Sum,28,13-17,100.1240,105.1207,.3629223,50.1199,51.7214,16.128,17.4245,21.5341,25.658,35.991,35.2235,49.6201,50.7202,33.9199,35.8255,68.1217,-11.8233
98,98,96,South Dakota St.,Sum,32,24-9,111.045,103.9178,.681396,58.52,50.2148,16.337,15.6323,23.9304,22.76,31.9214,23.74,56.212,48.8114,41.23,34.5180,72.238,-3.597
124,124,121,South Florida,Amer,32,19-13,101.8204,96.962,.6374121,48.6267,48.887,22.7337,22.220,36.510,26.593,51.41,44.6346,48.4241,48.7109,32.6253,32.774,68.6193,-4.9121
330,330,319,Southeast Missouri St.,OVC,29,10-21,96.2303,110.5304,.1680319,50.4184,52.7267,20.2286,17.4245,25.6261,28.3176,29.1280,33.5198,47.4277,55.7338,36.663,32.360,69.1159,-15.6309
240,240,232,Southeastern Louisiana,Slnd,31,17-16,99.1259,105.1208,.3350232,50.4184,50.2148,24.1348,20.949,32.550,28.2175,37.262,39.3315,50.4170,50.6197,33.6212,32.980,66.6293,-10.7216
346,346,334,Southern,SWAC,31,7-25,92.7335,110.2298,.1198334,48.9260,54.9331,23.2344,22.220,30.2104,32.9325,34.6136,50.5351,48.8229,54.8330,32.6253,36.7296,67.3257,-19.2340
173,173,168,Southern Illinois,MVC,32,17-15,101.9202,102.5156,.4816168,52.880,49.6123,21313,19.1131,28.8161,29.2223,32210,25.618,51.2127,47.668,37.443,35.1214,67277,-8.3173
121,121,118,Southern Miss,CUSA,29,20-13,106.7111,101.4134,.6427118,53.171,49.1101,15.722,19.4112,22.9325,28.1169,24.1344,29.891,49.9192,47.153,39.111,34.2164,65.8319,-4.9119
297,297,287,Southern Utah,BSky,30,16-16,96.3302,105.7228,.2554287,50.5177,51178,19209,17.1262,23.1321,24.940,37.753,39.1309,50189,48.286,34.2179,36.8298,7245,-12.1240
100,100,98,St. Bonaventure,A10,34,18-16,101.3215,95.034,.676198,48.3282,47.229,18.7185,19.888,29.2138,28.7203,28.2296,31.5136,47.9254,46.230,32.8248,32.360,65.4328,-8.1171
273,273,264,St. Francis NY,NEC,30,17-15,95.5309,103.7171,.2803264,48.4277,48.778,17.7117,19.2125,27.1216,28.3176,29282,38.8303,47.3278,49.2133,33.3225,31.738,69.5139,-11.6229
251,251,243,St. Francis PA,NEC,31,18-15,105.1141,112.1324,.3218243,48.8264,53.8312,17.496,16.9271,33.434,28.6197,35113,31.8148,46.5302,54.9331,35.3118,34.8199,69.4144,-9187
80,80,78,"St. John's 11 seed, ❌",BE,34,21-13,108.086,99.197,.728578,51.9118,50.7167,14.36,21.238,21.8337,29.4227,29.5274,39.7320,50.7151,50.3184,35.898,34.2164,72.141,-0.758
138,138,134,Stanford,P12,31,15-16,101.5208,97.878,.6049134,51.2148,47.946,20.8308,17.2254,29.9110,28.3176,36.187,32.9180,53.262,46.433,31.7296,34.5180,7173,-6137
328,328,317,Stephen F. Austin,Slnd,26,14-16,94.6320,108.7274,.1686317,48.4277,52.6258,20.5298,21.529,29.1144,32.9325,36.284,36.1257,47.6267,49.9159,33.3225,37.4320,69.8124,-11.9237
341,341,329,Stetson,ASun,29,7-24,95.8307,112.8335,.1329329,45.5340,54.5326,17.5104,18209,27.9192,32310,25333,33186,45333,54.2320,31319,36.6289,70.593,-18334
194,194,188,Stony Brook,AE,32,24-9,97.2289,99.4102,.4362188,48.1287,4617,20.7303,18.6159,33.238,26.176,35.4103,36.2260,47.7263,46.639,32.6253,30.116,70.591,-3.899
30,30,30,"Syracuse 8 seed, ✅",ACC,33,20-13,110.450,93.022,.877330,49.5229,47.537,18.4160,23.210,30.1105,33.3334,36.872,34.8227,49.5205,46.537,33239,32.360,67.2263,0.844
43,43,43,TCU,B12,34,21-13,110.152,95.641,.836443,52.597,48.570,19.4235,18.8151,31.481,28.8207,32210,27.945,52.671,50.2180,34.9146,30.421,70.1110,0.546
311,311,Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,Efg%,EfgD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,Adj T.,WAB
337,337,Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,Efg%,EfgD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,Adj T.,WAB
366,366,Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,Efg%,EfgD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,Adj T.,WAB
207,207,Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,Efg%,EfgD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,Adj T.,WAB
129,129,Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,Efg%,EfgD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,Adj T.,WAB
285,285,Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,Efg%,EfgD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,Adj T.,WAB
155,155,Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,Efg%,EfgD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,Adj T.,WAB
77,77,Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,Efg%,EfgD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,Adj T.,WAB
181,181,Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,Efg%,EfgD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,Adj T.,WAB
51,51,Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,Efg%,EfgD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,Adj T.,WAB
233,233,Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,Efg%,EfgD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,Adj T.,WAB
25,25,Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,Efg%,EfgD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,Adj T.,WAB
103,103,Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,Efg%,EfgD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,Adj T.,WAB
259,259,Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,Efg%,EfgD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,Adj T.,WAB
66,66,65,"Temple 11 seed, ❌",Amer,33,23-10,109.065,97.980,.774665,49.9210,50.6163,15.722,20.659,26.9224,29.2223,32.5196,33.9209,50.1184,51.5234,33239,32.980,69.9115,1.338
8,8,9,"Tennessee 2 seed, ✅",SEC,33,29-5,122.73,94.832,.95129,55.320,47.435,15.925,18.2186,31.674,30.3265,33.4175,34.4222,55.718,44.613,36.284,34.4175,68.8176,9.75
293,293,283,Tennessee Martin,OVC,29,12-19,104.4151,114.4342,.2580283,50.4184,57.1350,18.8194,19.3117,31.578,34.7345,26.4316,27.235,49.9192,56.7343,34.1188,38.5337,69.5136,-13.5274
313,313,302,Tennessee St.,OVC,28,9-21,97.3286,109.1282,.2108302,49.1246,54.3322,22.7337,20.368,28.7164,28.4187,36.284,54353,49.3210,52.6273,32.6253,38.4333,70.881,-14.6291
342,342,330,Tennessee Tech,OVC,29,8-23,88.2348,104.0182,.1308330,46.1331,51.1183,22.8341,19.2125,27.9192,32.9325,36.379,33.2190,43.9346,51.1218,33.6212,34.1156,69.4142,-16.5321
31,31,31,Texas,B12,33,17-16,114.121,96.351,.876431,50.9165,49.5117,16.546,19137,28.9155,30.2261,30265,29.891,50.5161,46.639,34.3173,36.5281,65.8320,-164
87,87,85,Texas A&M,SEC,32,14-18,106.4125,98.489,.710685,49.3237,49.3110,20275,18.5166,32.747,32.5318,34.2148,2731,51136,49.1127,30.8327,33.198,68.8177,-4.5114
305,305,295,Texas A&M Corpus Chris,Slnd,28,14-18,94.2324,104.1183,.2392295,47.9295,48.675,22.3331,20.178,31.185,27.5150,29.8268,41.7332,47.6267,46.128,32.3274,34.9206,66.1314,-13.7276
265,265,256,Texas Southern,SWAC,33,22-13,102.1200,109.8293,.3019256,50.4184,51.4200,19.9264,19.987,32.452,31.5291,42.115,33.5198,51.996,50.5193,31.9292,35.4233,75.85,-6.7147
142,142,138,Texas St.,SB,31,24-9,100.8226,97.773,.5869138,50206,48.255,19.6247,2145,32.945,24.627,34.5139,38.8303,50.7151,48.8114,32.5262,31.534,66.3303,-3.493
6,6,7,"Texas Tech 3 seed, ✅",B12,32,26-6,113.623,86.82,.95677,53.754,42.82,18.2148,2311,28.6168,28.6197,33.5171,37.6283,52.966,41.32,36.856,30.116,67.6244,6.613
270,270,261,The Citadel,SC,27,12-18,105.4136,113.9339,.2914261,52112,56.6346,17.387,16.9271,25.1272,31.8304,25.8324,31.7145,54.242,57.5350,33.5220,37.1308,75.18,-11221
69,69,68,Toledo,MAC,32,25-8,108.673,97.876,.769568,53.267,46.824,17.496,15.4328,28.1187,25.763,26.1320,26.827,50.4170,46.639,3827,31.534,68.8175,-0.253
294,294,284,Towson,CAA,31,10-22,99.9249,109.5289,.2578284,47.9295,52.1234,18.8194,15.2334,35.216,27.3138,28.1299,33186,47.6267,50.8206,32.6253,35.7249,64.6342,-16.8326
260,260,251,Troy,SB,28,12-18,101.0221,108.4272,.3067251,51159,52.7267,19.9264,17.1262,27.2214,31.1283,31.7221,32.8177,51.7106,50.1176,33.2229,37.8325,68.4205,-11.9235
283,283,274,Tulane,Amer,31,4-27,96.4301,105.2211,.2663274,47.1315,50.6163,21313,15.1338,27220,30.9276,32.8188,31.6139,46.7296,50.7202,31.8294,33.6124,7172,-17.8332
125,125,122,Tulsa,Amer,32,18-14,104.4150,99.4103,.6365122,51.2148,48.151,18136,17.6230,23324,29.4227,43.44,30.3107,51.3118,47.360,34193,32.877,69.9116,-4104
157,157,152,UAB,CUSA,33,20-15,106.1128,105.1209,.5246152,50.4184,49.4113,16.862,17.9215,30.699,26.279,31.8218,31.6139,51.3118,48.184,32.6253,33.9143,66.2309,-7.6162
258,258,250,UC Davis,BW,29,11-20,95.5312,102.4152,.3080250,49254,52.8273,19.9264,21.142,22.1334,27.7156,29.7271,37.7285,49224,53.3293,32.7250,34.6186,67.1270,-14282
74,74,73,"UC Irvine 13 seed, ✅",BW,34,30-5,106.4124,96.861,.748573,51.4136,43.75,17.174,16.7282,33.631,26.490,28.6287,33.8208,50.3178,40.71,3691,33.3105,66.5295,0.843
331,331,320,UC Riverside,BW,30,10-23,97.2288,112.0323,.1636320,51.2148,54.4323,20.3291,16316,25.1272,26.593,22.7350,33.4196,47.2281,53.7310,3827,37.2311,64.6341,-18.2337
196,196,190,UC Santa Barbara,BW,30,22-10,103.2175,105.6223,.4337190,50.3189,49.7130,16.862,16.6290,33.140,26.279,39.530,32.4161,49.4208,50.8206,34.8150,31.842,65.8321,-6138
33,33,33,"UCF 9 seed, ✅",Amer,31,23-8,110.648,93.626,.872433,52.787,45.512,17.5104,18.3182,29.6125,29.5235,46.42,29.684,52.574,44.613,35.4113,31.332,66.3304,1.536
101,101,99,UCLA,P12,33,17-16,107.987,101.2129,.675999,52112,49.6123,19209,15.1338,30.891,27.1122,38.243,27.639,51.4113,47.976,35.5112,34.7193,73.817,-5.5129
250,250,242,UMBC,AE,31,21-13,94.9317,101.2128,.3227242,48.4277,51.4200,18.3155,22.912,24.5287,24.420,31.1235,32.9180,49.5205,51.8252,31.3308,34148,66315,-8.1169
253,253,245,UMKC,WAC,31,11-21,99.4255,106.3235,.3179245,49.8217,53.6300,17.278,20.949,23.5311,32.3314,32.4200,36.7271,47.8258,53284,35.2126,36.5281,67.8230,-13.7278
306,306,296,UMass Lowell,AE,30,15-17,101.9201,112.7334,.2386296,53.754,52232,19.6247,17.9215,27220,29.8244,34.1151,32.6170,55.124,54.7327,34.3173,31.636,71.464,-13259
357,357,345,UNC Asheville,BSth,28,4-27,92.9332,116.0347,.0723345,46.2328,55.7339,23.5347,18.2186,27.7200,37.1353,26.3317,33.7206,45.2332,56.7343,31.7296,36.2275,63.5349,-20342
96,96,94,UNC Greensboro,SC,33,29-6,104.3154,97.772,.681994,51.4136,50.7167,17.387,22.418,31.771,29.5235,30.6247,32.3159,51.3118,49.7148,34.4168,35209,68.8174,1.735
275,275,266,UNC Wilmington,CAA,32,10-23,104.1157,113.1336,.2783266,50.5177,56341,18.5171,14.5349,31.771,26.7105,32.8188,31.9151,49.3210,54.4323,35136,38.8342,70.497,-16.6322
174,174,169,UNLV,MWC,31,17-14,104.7148,105.4215,.4807169,49.5229,51178,18.6181,17.6230,35.515,27.7156,34.9119,31.6139,48.8229,49.7148,33.7208,35.7249,68.9168,-7.5159
88,88,86,USC,P12,33,16-17,108.671,100.6118,.706686,52.880,49.1101,16.546,18.1196,27220,29.9250,27.6306,3097,50.3178,48.494,38.222,33.4115,7175,-7.4158
349,349,337,USC Upstate,BSth,29,6-26,92.4337,111.3315,.1051337,47.4305,53.1288,19.9264,18.2186,24.7282,31.3288,25.3328,39307,46.8295,54316,32.1284,34.3172,69.3147,-21350
151,151,147,UT Arlington,SB,32,17-16,100.5229,98.892,.5491147,47316,4849,20.3291,18.1196,3187,28166,34.5139,38290,47.9254,50169,30.5333,29.915,67.7238,-7.7164
203,203,197,UT Rio Grande Valley,WAC,34,20-16,97.8281,100.5115,.4230197,46.2328,50139,18136,24.33,26.4236,32.5318,43.25,43.7343,45.9319,49.9159,31.4306,33.5118,71.366,-8.4174
316,316,305,UTEP,CUSA,27,8-21,88.9344,100.0110,.2063305,45.7338,49.4113,22.8341,19137,26.7229,26.7105,34.7132,32.9180,44.3343,46.639,32288,36.2275,69.1152,-15.5307
141,141,137,UTSA,CUSA,28,17-15,104.9144,101.7141,.5874137,49.5229,49.5117,16.442,18.1196,26.1244,28.4187,26.2318,35.6244,48253,50169,34.3173,32.566,73.125,-8165
97,97,95,Utah,P12,31,17-14,113.722,106.4238,.681695,5524,52.3248,19.2222,14.7345,3187,27.1122,35.5101,32.5168,54.635,51.7246,3750,35.6244,67.4250,-4.5111
40,40,40,"Utah St. 8 seed, ✅",MWC,33,28-6,112.036,96.658,.845940,54.337,46.219,17.9128,17.2254,31.771,22.24,36.776,34.1215,54.732,42.14,35.7102,34.8199,69.4143,2.134
130,130,126,Utah Valley,WAC,32,25-9,107.594,102.8161,.6266126,55.913,49.1101,19.9264,16.5299,27.8196,26.490,41.218,3097,54.537,47.565,38.714,34.7193,69.8123,-2.477
23,23,24,"VCU 8 seed, ✅",A10,32,25-7,104.8146,87.13,.893124,50.6175,433,20.1282,23.56,3187,30.6270,3688,37.2279,53.750,43.810,30.7330,27.62,69.5138,1.139
307,307,297,VMI,SC,29,11-21,101.0222,111.9321,.2352297,50.1199,56.9348,16.546,16.9271,21.7338,27.6152,29.2279,32153,47.6267,56.8346,35.4113,38.1330,72.927,-13.2266
228,228,221,Valparaiso,MVC,31,15-18,96.7297,101.4135,.3671221,48.9260,49.9133,20.3291,18.9144,26.7229,27.1122,32.1208,31.7145,50.1184,49.8156,31319,33.4115,66.2307,-12.3242
164,164,159,Vanderbilt,SEC,32,9-23,100.3235,100.3112,.5009159,48.6267,49.5117,20.5298,16.4301,29150,29.3225,40.622,33.3193,50189,4880,31.1315,34.9206,68.7185,-9.3195
79,79,77,"Vermont 13 seed, ✅",AE,32,27-6,106.7110,97.877,.732377,52.498,4997,16.651,19.4112,27.5205,21.82,36.379,26.221,5294,46.537,35.3118,35.3224,66.5296,-0.963
35,35,35,"Villanova 6 seed, ✅",BE,34,25-9,115.517,98.284,.866835,53.459,49.9133,1769,18.1196,30.891,27.3138,35.3105,28.661,53.946,49.7148,35.3118,33.5118,65.1331,423
0,0,1,"Virginia 1 seed, ✅",ACC,32,29-3,123.62,88.87,.97821,55.718,43.54,14.713,17.8222,30108,25.969,30.3256,27.945,52.286,45.522,40.94,27.21,60.8353,11.52
10,10,11,"Virginia Tech 4 seed, ✅",ACC,32,24-8,118.511,93.727,.937111,56.48,48.991,17.5104,21.725,29.8114,27.4142,31.4227,26.422,54.242,4880,39.48,33.2102,64.9333,5.319
326,326,315,Wagner,NEC,28,13-17,92.9333,106.0233,.1808315,44347,51.1183,20.8308,19.888,33.434,28.9213,33.8162,46.5350,43.1348,49.9159,30.1339,35.2220,64.9332,-13.4271
156,156,151,Wake Forest,ACC,31,11-20,103.9163,102.9162,.5270151,44.8342,53.3294,19.4235,16.1315,33.926,27.3138,37.657,35.2235,44.1344,54.7327,30.8327,34.1156,68.7188,-7.1152
52,52,51,"Washington 9 seed, ✅",P12,34,26-8,105.3139,93.124,.804851,52.1106,47.332,19.8258,244,29.6125,34.4343,35.1108,34.5224,52.381,4626,34.6159,33.198,67.3260,2.830
216,216,209,Washington St.,P12,32,11-21,104.9143,109.0279,.3917209,52.880,54.7329,19.2222,17.1262,25.2270,29.5235,30.3256,28.456,51.5109,54.9331,36.474,36.2275,71.657,-12.6248
231,231,224,Weber St.,BSky,31,18-15,99.8251,105.1204,.3556224,53.267,4997,1627,15.8319,19.2349,26.9113,37.166,30.9125,53.456,49.7148,35.2126,31.738,72.336,-10.7214
82,82,80,West Virginia,B12,35,15-20,108.085,99.7106,.716280,47.4305,51.8220,21.5321,18.6159,36.78,28.3176,39.232,38.8303,47.5273,50.8206,31.6302,35.7249,71.559,-4.4109
299,299,289,Western Carolina,SC,31,7-25,100.0246,109.9294,.2531289,53.656,55.3335,25.1353,14.7345,28.4174,25.763,34.8124,39.7320,52.381,57.8351,36.856,34.1156,70.976,-16.7323
302,302,292,Western Illinois,Sum,29,10-21,96.9295,107.0252,.2439292,49.8217,52.2245,16.337,14.5349,22.6329,25.553,23.2347,28.150,45.9319,48.494,38.222,38.9344,68.5197,-16313
131,131,127,Western Kentucky,CUSA,34,20-14,103.6168,99.4101,.6179127,49.9210,48.991,19.6247,18.5166,29.6125,28.1169,37.949,25.618,50.2182,4751,32.7250,34.5180,69165,-5.7134
254,254,246,Western Michigan,MAC,31,8-24,98.4269,105.1205,.3177246,48290,52.1234,21.7323,15.2334,29.7118,27.6152,36.776,29.993,49.4208,50.1176,30.5333,36.9302,70.4100,-15.2302
73,73,72,Wichita St.,Amer,34,20-14,106.6118,96.659,.755172,46.9320,48.465,17.278,17.9215,3342,27.3138,28.9283,39.2312,47.2281,47.153,31319,33.6124,69.1157,-3.495
223,223,216,William & Mary,CAA,30,14-17,102.3193,106.7246,.3805216,54.432,52.7267,18.3155,15.6323,24.5287,2673,31.3230,3097,55.815,51.1218,35136,36.9302,69.8125,-11220
198,198,192,Winthrop,BSth,27,18-12,104.4152,107.0251,.4298192,54.240,51.3196,20.2286,15.4328,28.7164,25.553,30.4254,30.3107,53.358,51.6242,36.761,33.8136,74.115,-6.7146
13,13,14,"Wisconsin 5 seed, ✅",B10,33,23-10,108.670,87.75,.921814,51.5130,44.810,14.47,17.2254,24303,26.593,27.5308,25.920,49.8197,43.79,36.663,31.227,64.7338,6.414
27,27,27,"Wofford 7 seed, ✅",SC,30,29-4,116.315,97.879,.879327,57.84,50.2148,16.233,19.3117,32.355,24.627,27.7303,31.8148,54.341,50.9213,41.62,32.774,67.1272,3.924
108,108,105,Wright St.,Horz,33,21-14,106.1127,99.9109,.6652105,51159,53.1288,17.387,20.178,30.891,25.969,35.1108,28.661,50.4170,52.1259,34.6159,36.5281,66.4297,-6.8149
319,319,308,Wyoming,MWC,31,8-24,94.3322,106.3236,.2004308,49.1246,51.7214,19.9264,17.4245,15.9353,28.8207,39.134,34.4222,47.1286,51.6242,34.5165,34.6186,69.8126,-17.5331
64,64,63,Xavier,BE,34,19-15,110.549,99.199,.777363,52.880,50.7167,19.7254,16.3305,32.452,27.1122,32.5196,24.510,54.635,49.1127,33.2229,35.3224,66.4299,-2.478
86,86,84,"Yale 14 seed, ✅",Ivy,28,22-7,111.046,102.5157,.712684,56.110,47.229,18.1146,15.2334,26.3239,24.420,30.5250,30.6117,56.114,47.565,37.443,31.227,71.946,-0.961
255,255,247,Youngstown St.,Horz,30,12-20,103.8166,111.0310,.3161247,49.6223,53.6300,18.5171,16.2312,33.532,28.9213,23.1348,38.5299,48.5240,55334,34.1188,34.2164,68.5201,-14.1285
